store,title,brand,series,model,cpu,ram_gb,storage_gb,price_ils,deal_price_ils,deal_label,storage_type,ram_type,upgradability_score,warranty_months,stock_status,url,gpu,is_touch,is_2in1,image_url,screen_size_in,weight_kg,battery_wh,ram_gen,ram_source,screen_source,weight_source,battery_source,confidence_level
Olam HaKolnoa,מחשב נייד ThinkPad L13 Yoga Gen 2 מעבד I5 דור 11 זיכרון 16GB 256 חלונות 11 פרו מחודש לנובו Lenovo,Lenovo,ThinkPad,מחשב נייד ThinkPad L13 Yoga Gen 2 מעבד I5 דור 11 זיכרון 16GB 256 חלונות 11 פרו מחודש לנובו Lenovo,Core i5 (11th Gen),16,256,1849,1849,"1,849 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-thinkpad-l13-yoga-gen-2-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-11-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16gb-256-%d7%97%d7%9c%d7%95%d7%a0%d7%95/,Integrated,True,True,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/08/GEN2.jpg?fit=836%2C698&ssl=1,13.3,1.4,50,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד T14S עם מעבד I7 דור 10 זיכרון 32GB ודיסק 256 חלונות 11 פרו מחודש לנובו Lenovo,Lenovo,Business Series,מחשב נייד T14S עם מעבד I7 דור 10 זיכרון 32GB ודיסק 256 חלונות 11 פרו מחודש לנובו Lenovo,Core i7 (10th Gen),32,256,2299,2299,"2,299 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Soldered (Fixed),5.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-t14s-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i7-%d7%93%d7%95%d7%a8-10-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-32gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7-256/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/08/T14s.jpg?fit=1200%2C886&ssl=1,14.0,1.35,57,LPDDR4x,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד Latitude 5500 מעבד I5 זיכרון 16 דיסק 256 מסך 15.6 WIN11 דל מחודש DELL,Dell,Latitude,מחשב נייד Latitude 5500 מעבד I5 זיכרון 16 דיסק 256 מסך 15.6 WIN11 דל מחודש DELL,Core i5,16,256,1390,1390,"1,390 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-latitude-5500-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16-%d7%93%d7%99%d7%a1%d7%a7-256-%d7%9e%d7%a1%d7%9a-15-6-win11-%d7%93/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/www-11.png?fit=800%2C516&ssl=1,15.6,1.75,54,DDR4,chassis_decoder,listing_explicit,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד Latitude 5490 מעבד I5 זיכרון 8GB דיסק 512 מסך 14 WIN10 דל מחודש DELL,Dell,Latitude,מחשב נייד Latitude 5490 מעבד I5 זיכרון 8GB דיסק 512 מסך 14 WIN10 דל מחודש DELL,Core i5 (8th Gen),8,512,1312,1312,"1,312 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-latitude-5490-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-8gb-%d7%93%d7%99%d7%a1%d7%a7-512-%d7%9e%d7%a1%d7%9a-14-win11-%d7%93/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/www-7.png?fit=800%2C670&ssl=1,14.0,1.55,50,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד מעבד I7 דור 10 זיכרון 16 דיסק 256 WIN11 מחודש דל Dell Latitude 5410,Dell,Latitude,מחשב נייד מעבד I7 דור 10 זיכרון 16 דיסק 256 WIN11 מחודש דל Dell Latitude 5410,Core i7 (10th Gen),16,256,1899,1899,"1,899 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-%d7%9e%d7%a2%d7%91%d7%93-i7-%d7%93%d7%95%d7%a8-10-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16-%d7%93%d7%99%d7%a1%d7%a7-256-win11-%d7%9e%d7%97%d7%95%d7%93/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/08/5410.jpg?fit=1500%2C900&ssl=1,14.0,1.55,45,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד 840G7 מעבד I5 דור 10 זיכרון 16GB ודיסק 512 WIN11 פרו מחודש אייץ פי HP,HP,Business Series,מחשב נייד 840G7 מעבד I5 דור 10 זיכרון 16GB ודיסק 512 WIN11 פרו מחודש אייץ פי HP,Core i5 (10th Gen),16,512,1799,1799,"1,799 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-840g7-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-10-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7-512-win11-%d7%a4/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/HP840-G8-2.jpg?fit=1470%2C947&ssl=1,14.0,1.5,50,DDR4,chassis_decoder,chassis_decoder,fallback_estimate,fallback_estimate,estimated
Olam HaKolnoa,מחשב נייד 840G8 מעבד I5 דור 11 זיכרון 16GB ודיסק 512 WIN11 פרו מחודש אייץ פי מחודש HP,HP,Business Series,מחשב נייד 840G8 מעבד I5 דור 11 זיכרון 16GB ודיסק 512 WIN11 פרו מחודש אייץ פי מחודש HP,Core i5 (11th Gen),16,512,1999,1999,"1,999 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-840g8-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-11-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7-512-win11-%d7%a4/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/HP840-G8.jpg?fit=1470%2C947&ssl=1,14.0,1.5,50,DDR4,chassis_decoder,chassis_decoder,fallback_estimate,fallback_estimate,estimated
Olam HaKolnoa,מחשב נייד Laittude 7420 עם מעבד I7 דור 11 זיכרון 32GB ודיסק 512 חלונות 11 פרו מחודש דל DELL,Dell,Business Series,מחשב נייד Laittude 7420 עם מעבד I7 דור 11 זיכרון 32GB ודיסק 512 חלונות 11 פרו מחודש דל DELL,Core i7 (11th Gen),32,512,2399,2399,"2,399 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Soldered (Fixed),5.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-laittude-7420-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i7-%d7%93%d7%95%d7%a8-11-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-32gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/image-37-1.png?fit=1170%2C656&ssl=1,14.0,1.35,57,LPDDR4x,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד Laittude 7440 עם מעבד I7 דור 13 זיכרון 32GB ודיסק 1TB חלונות 11 פרו מחודש דל DELL,Dell,Business Series,מחשב נייד Laittude 7440 עם מעבד I7 דור 13 זיכרון 32GB ודיסק 1TB חלונות 11 פרו מחודש דל DELL,Core i7 (13th Gen),32,1000,3999,3999,"3,999 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-laittude-7440-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i7-%d7%93%d7%95%d7%a8-13-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-32gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/7440-1.jpg?fit=900%2C506&ssl=1,14.0,1.35,50,DDR5,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד Laittude 5400 עם מעבד I5 דור 8 זיכרון 16GB ודיסק 256 חלונות 11 פרו מחודש דל DELL,Dell,Business Series,מחשב נייד Laittude 5400 עם מעבד I5 דור 8 זיכרון 16GB ודיסק 256 חלונות 11 פרו מחודש דל DELL,Core i5 (8th Gen),16,256,1249,1249,"1,249 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-laittude-5400-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-8-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7-2/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/1244112112261-3.jpg?fit=1028%2C717&ssl=1,14.0,1.55,50,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד Laittude 7420 עם מעבד I5 דור 11 זיכרון 16GB ודיסק 256 חלונות 11 פרו מחודש דל Dell,Dell,Business Series,מחשב נייד Laittude 7420 עם מעבד I5 דור 11 זיכרון 16GB ודיסק 256 חלונות 11 פרו מחודש דל Dell,Core i5 (11th Gen),16,256,1599,1599,"1,599 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Soldered (Fixed),5.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-laittude-7420-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-11-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16gb-%d7%95%d7%93%d7%99%d7%a1%d7%a7/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/07/720.jpg?fit=1500%2C841&ssl=1,14.0,1.35,57,LPDDR4x,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד  Latitude 7330 Core i7-1265U vPro 256GB 16GB 13.3 WIN11 Pro דל מחודש Dell מסך מגע,Dell,Latitude,מחשב נייד  Latitude 7330 Core i7-1265U vPro 256GB 16GB 13.3 WIN11 Pro דל מחודש Dell מסך מגע,Core i7 (12th Gen),16,256,2075,2075,"2,075 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,12,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-latitude-7330-core-i7-1265u-vpro-256gb-16gb-13-3-win11-pro-%d7%93%d7%9c-%d7%9e%d7%97%d7%95%d7%93%d7%a9-dell/,Integrated,True,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/515TC7adL._AC_.png?fit=500%2C302&ssl=1,13.3,1.2,57,LPDDR5,chassis_decoder,listing_explicit,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד Latitude 5420 עם מעבד I5 דור 11 ודיסק 256 זיכרון 16GB מחודש דל DELL,Dell,Latitude,מחשב נייד Latitude 5420 עם מעבד I5 דור 11 ודיסק 256 זיכרון 16GB מחודש דל DELL,Core i5 (11th Gen),16,256,1399,1399,"1,399 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-latitude-5420-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-11-%d7%95%d7%93%d7%99%d7%a1%d7%a7-256-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-1/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/www-16.png?fit=768%2C483&ssl=1,14.0,1.55,50,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד מסך מגע Latitude 5320 עם מעבד I5 דור 11 ודיסק 256  זיכרון 16GB דל DELL מחודש,Dell,Latitude,מחשב נייד מסך מגע Latitude 5320 עם מעבד I5 דור 11 ודיסק 256  זיכרון 16GB דל DELL מחודש,Core i5 (11th Gen),16,256,1399,1399,"1,399 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,12,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-latitude-5320-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-11-%d7%95%d7%93%d7%99%d7%a1%d7%a7-256-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f/,Integrated,True,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/5320-111.jpg?fit=1500%2C1076&ssl=1,13.3,1.35,50,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד I5 דור 8 עם דיסק 256 ו 8GB זיכרון חלונות 11 פרו מחודש לנובו Lenovo ThinkPad T480,Lenovo,ThinkPad,מחשב נייד I5 דור 8 עם דיסק 256 ו 8GB זיכרון חלונות 11 פרו מחודש לנובו Lenovo ThinkPad T480,Core i5 (8th Gen),8,256,1199,1199,"1,199 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-i5-%d7%93%d7%95%d7%a8-8-%d7%a2%d7%9d-%d7%93%d7%99%d7%a1%d7%a7-256-%d7%95-8gb-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-%d7%97%d7%9c%d7%95%d7%a0%d7%95%d7%aa/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/1244112119918-2.jpg?fit=679%2C498&ssl=1,14.0,1.5,50,DDR4,chassis_decoder,fallback_estimate,fallback_estimate,fallback_estimate,estimated
Olam HaKolnoa,מחשב נייד מחודש P15 Mobile Workstation Core i7-10850H 512GB SSD 16GB 15.6 Lenovo לנובו,Lenovo,Business Series,מחשב נייד מחודש P15 Mobile Workstation Core i7-10850H 512GB SSD 16GB 15.6 Lenovo לנובו,Core i7,16,512,2800,2800,"2,800 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,12,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-%d7%9e%d7%97%d7%95%d7%93%d7%a9-p15-mobile-workstation-core-i7-10850h-512gb-ssd-16gb-15-6-lenovo-%d7%9c%d7%a0%d7%95%d7%91%d7%95/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/514mlDHVhHL._AC_UF8941000_QL80_.png?fit=894%2C726&ssl=1,15.6,1.75,90,DDR4,chassis_decoder,listing_explicit,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד מסך מגע ThinkPad X13 Gen 2 Core i5-1145G7 256GB SSD 16GB 13.3 מחודש Lenovo לנובו,Lenovo,ThinkPad,מחשב נייד מסך מגע ThinkPad X13 Gen 2 Core i5-1145G7 256GB SSD 16GB 13.3 מחודש Lenovo לנובו,Core i5 (13th Gen),16,256,1850,1850,"1,850 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Soldered (Fixed),5.0,12,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-thinkpad-x13-gen-2-core-i5-1145g7-256gb-ssd-16gb-13-3-%d7%9e%d7%97%d7%95%d7%93%d7%a9-lenovo-%d7%9c%d7%a0%d7%95%d7%91%d7%95/,Integrated,True,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/Lenovo-ThinkPad-T14-Gen-5-Core.png?fit=584%2C584&ssl=1,13.3,1.28,45,LPDDR5,chassis_decoder,listing_explicit,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד Precision 3561 Mobile Workstation Core i5-11500H 512GB 16GB 15.6 מחודש דל DELL 4243,Dell,Precision,מחשב נייד Precision 3561 Mobile Workstation Core i5-11500H 512GB 16GB 15.6 מחודש דל DELL 4243,Core i5,16,512,2320,2320,"2,320 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,12,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-precision-3561-mobile-workstation-core-i5-11500h-512gb-16gb-15-6-%d7%9e%d7%97%d7%95%d7%93%d7%a9-%d7%93%d7%9c-dell-4243/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/71J6aggESL._AC_SX679_-1.png?fit=543%2C360&ssl=1,15.6,1.95,90,DDR4,chassis_decoder,listing_explicit,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד Precision 3561 Mobile Workstation Core i7-11800H 512GB 32GB 15.6 מחודש דל DELL 4245,Dell,Precision,מחשב נייד Precision 3561 Mobile Workstation Core i7-11800H 512GB 32GB 15.6 מחודש דל DELL 4245,Core i7,32,512,2780,2780,"2,780 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,12,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-precision-3561-mobile-workstation-core-i7-11800h-512gb-32gb-15-6-%d7%9e%d7%97%d7%95%d7%93%d7%a9-%d7%93%d7%9c-dell-4245/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/71J6aggESL._AC_SX679_.png?fit=679%2C451&ssl=1,15.6,1.95,90,DDR4,chassis_decoder,listing_explicit,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד מחודש T490 מעבד I5 דור 10 זיכרון 16GB ודיסק 256 11WIN PRO לנובו LENOVO,Lenovo,Business Series,מחשב נייד מחודש T490 מעבד I5 דור 10 זיכרון 16GB ודיסק 256 11WIN PRO לנובו LENOVO,Core i5 (10th Gen),16,256,1599,1599,"1,599 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-%d7%9e%d7%97%d7%95%d7%93%d7%a9-t490-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-10-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16gb-%d7%95%d7%93%d7%99/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/06/T490-2.jpg?fit=679%2C498&ssl=1,14.0,1.55,51,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד Thinkpad X1 Carbon I7-10 16GB 256GB  מחודש לנובו LENOVO,Lenovo,ThinkPad,מחשב נייד Thinkpad X1 Carbon I7-10 16GB 256GB  מחודש לנובו LENOVO,Core i7,16,256,2499,2499,"2,499 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Soldered (Fixed),5.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-thinkpad-x1-carbon-i7-10-16gb-256gb-%d7%9e%d7%97%d7%95%d7%93%d7%a9-%d7%9c%d7%a0%d7%95%d7%91%d7%95-lenovo/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/05/X1CARBON.jpg?fit=1316%2C1064&ssl=1,14.0,1.1,57,LPDDR4x,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד 840G3 מעבד I5 דור 6 דיסק 256 זיכרון 8GB חלונות 10 פרו מחודש אייץ’ פי HP,HP,Business Series,מחשב נייד 840G3 מעבד I5 דור 6 דיסק 256 זיכרון 8GB חלונות 10 פרו מחודש אייץ’ פי HP,Core i5 (6th Gen),8,256,999,999,999 ₪,⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-840g3-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-6-%d7%93%d7%99%d7%a1%d7%a7-256-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-8gb-%d7%97%d7%9c%d7%95%d7%a0/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/05/HP840.jpg?fit=1500%2C1102&ssl=1,14.0,1.5,50,DDR4,chassis_decoder,chassis_decoder,fallback_estimate,fallback_estimate,estimated
Olam HaKolnoa,מחשב נייד Laitude 5510 15.6 מעבד I5 דור 10 זיכרון 16/512 WIN 11 פרו מחודש דל DELL,Dell,Business Series,מחשב נייד Laitude 5510 15.6 מעבד I5 דור 10 זיכרון 16,Core i5 (10th Gen),16,512,1999,1999,"1,999 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Modular / Semi-Modular,7.5,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-laitude-5510-15-6-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-10-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16-512-win-11-%d7%a4%d7%a8%d7%95-%d7%9e%d7%97/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/03/Cat_500432_196.webp?fit=700%2C449&ssl=1,15.6,1.75,54,DDR4,chassis_decoder,listing_explicit,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד 5430 מעבד I5 דור 12 זיכרון 16/512 WIN 10 פרו מסך 14 מחודש דל DELL,Dell,Business Series,מחשב נייד 5430 מעבד I5 דור 12 זיכרון 16,Core i5 (12th Gen),16,512,2099,2099,"2,099 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-5430-%d7%9e%d7%a2%d7%91%d7%93-i5-%d7%93%d7%95%d7%a8-12-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-16-512-win-10-%d7%a4%d7%a8%d7%95-%d7%9e%d7%a1%d7%9a-14/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/03/www.png?fit=800%2C553&ssl=1,14.0,1.55,57,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
Olam HaKolnoa,מחשב נייד מגע כולל תיק Latitude 5420  i5-1145G7 256GB 16GB דל מחודש DELL,Dell,Latitude,מחשב נייד מגע כולל תיק Latitude 5420  i5-1145G7 256GB 16GB דל מחודש DELL,Core i5 (11th Gen),16,256,1599,1599,"1,599 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),2x SODIMM Slots (up to 64GB),9.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-%d7%9e%d7%92%d7%a2-%d7%9b%d7%95%d7%9c%d7%9c-%d7%aa%d7%99%d7%a7-latitude-5420-i5-1145g7-256gb-16gb-%d7%93%d7%9c-%d7%9e%d7%97%d7%95%d7%93%d7%a9-dell/,Integrated,True,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/03/5420-1.png?fit=896%2C1193&ssl=1,14.0,1.55,50,DDR4,chassis_decoder,chassis_decoder,chassis_decoder,fallback_estimate,verified
Olam HaKolnoa,מחשב נייד לנובו Lenovo ThinkPad T14s G1 עם מעבד Intel I7 דור 10 מסך 14 דיסק 512SSD וזיכרון 16GB חלונות 11 פרו מחודש,Lenovo,ThinkPad,מחשב נייד לנובו Lenovo ThinkPad T14s G1 עם מעבד Intel I7 דור 10 מסך 14 דיסק 512SSD וזיכרון 16GB חלונות 11 פרו מחודש,Core i7 (10th Gen),16,512,2099,2099,"2,099 ₪",⚡ M.2 2280 PCIe NVMe (Swappable),Soldered (Fixed),5.0,36,🟢 In Stock,https://www.cwc.co.il/product/%d7%9e%d7%97%d7%a9%d7%91-%d7%a0%d7%99%d7%99%d7%93-%d7%9c%d7%a0%d7%95%d7%91%d7%95-lenovo-thinkpad-t14s-g1-%d7%a2%d7%9d-%d7%9e%d7%a2%d7%91%d7%93-intel-i7-%d7%93%d7%95%d7%a8-10-%d7%9e%d7%a1%d7%9a-14/,Integrated,False,False,https://i0.wp.com/www.cwc.co.il/wp-content/uploads/2026/03/T14s.jpg?fit=1500%2C1081&ssl=1,14.0,1.35,57,LPDDR4x,chassis_decoder,chassis_decoder,chassis_decoder,chassis_decoder,verified
